cliente_id,mes,churn,importe_total,dias_retraso_pago,impago_flag,importe_mes_anterior,consumo_mes_anterior,retraso_mes_anterior,impago_mes_anterior,media_importe_3m,media_retraso_3m,impagos_3m,cambio_consumo,subida_factura,variacion_consumo_pct,stress_calidad_lag,incidencia_masiva_lag,edad,antiguedad_meses,ingreso_estimado,num_lineas,descuento_activo
C000017,2025-01-01,0,94.39,0,0,94.51,1.61,0.0,0.0,93.43666666666668,0.0,0.0,-0.1200000000000001,-0.12000000000000455,-0.073,0.3944,0,42.0,21.0,4834.0,2,0
C000018,2024-01-01,0,72.50999999999999,0,0,55.58,0.0,0.0,0.0,61.29666666666666,0.0,0.0,9.33,16.929999999999993,9.328,0.4936,0,43.0,23.0,1773.0,2,1
C000018,2025-01-01,0,62.059999999999995,0,0,59.19,0.0,0.0,0.0,58.75,0.0,0.0,0.0,2.8699999999999974,0.0,0.4354,0,43.0,23.0,1773.0,2,1
C000019,2024-01-01,0,182.02,0,0,168.71,0.52,0.0,0.0,183.26999999999998,200.0,1.0,-0.52,13.310000000000002,-0.524,0.3307,0,38.0,41.0,5619.0,3,1
C000019,2025-01-01,0,193.18999999999997,0,0,180.4,3.54,0.0,0.0,185.14,0.0,0.0,-0.28000000000000025,12.789999999999964,-0.078,0.2317,0,38.0,41.0,5619.0,3,1
C000020,2024-01-01,0,83.03,0,0,78.23,0.0,0.0,0.0,78.23333333333333,0.0,0.0,4.8,4.799999999999997,4.797,0.5129,0,52.0,10.0,3626.0,2,0
C000020,2025-01-01,0,78.23,0,0,78.23,0.0,0.0,0.0,78.23,1.6666666666666667,1.0,0.0,0.0,0.0,0.3954,0,52.0,10.0,3626.0,2,0
C000021,2024-01-01,0,35.08,0,0,35.08,0.0,24.0,1.0,36.66333333333332,8.0,1.0,0.0,0.0,0.0,0.3307,0,43.0,5.0,3328.0,2,0
C000021,2025-01-01,0,36.46,0,0,35.08,0.0,0.0,0.0,35.08,0.0,0.0,1.38,1.3800000000000026,1.378,0.2317,0,43.0,5.0,3328.0,2,0
C000022,2024-01-01,1,39.25,0,0,39.25,-0.0,50.0,1.0,41.30333333333332,29.666666666666668,2.0,0.0,0.0,0.0,0.4353,0,45.0,9.0,3876.0,1,0
C000023,2024-01-01,0,165.4,0,0,159.19,0.0,0.0,0.0,159.03333333333333,0.0,0.0,0.0,6.210000000000008,0.0,0.3413,0,45.0,14.0,4118.0,3,1
C000023,2025-01-01,0,156.87,26,1,158.81,0.0,16.0,1.0,171.85666666666668,5.333333333333333,1.0,3.62,-1.9399999999999977,3.621,0.2151,0,45.0,14.0,4118.0,3,1
C000024,2024-01-01,0,200.8,23,1,200.8,0.0,0.0,0.0,200.8,0.0,0.0,0.0,0.0,0.0,0.3427,0,18.0,49.0,1811.0,3,0
C000024,2025-01-01,0,200.8,29,1,200.8,0.0,0.0,0.0,200.8,0.0,0.0,0.0,0.0,0.0,0.215,0,18.0,49.0,1811.0,3,0
C000025,2024-01-01,0,161.17,0,0,159.14,0.0,0.0,0.0,160.84333333333333,0.0,0.0,0.0,2.030000000000001,0.0,0.3307,0,18.0,21.0,3322.0,3,1
C000025,2025-01-01,0,161.44,0,0,154.97,0.0,0.0,0.0,161.93999999999997,0.0,0.0,0.0,6.469999999999999,0.0,0.2317,0,18.0,21.0,3322.0,3,1
C000026,2024-01-01,0,41.95,0,0,41.64,3.36,0.0,0.0,40.33999999999999,0.0,0.0,0.31000000000000005,0.3100000000000023,0.094,0.7244,0,44.0,28.0,2036.0,2,0
C000026,2025-01-01,0,39.16,0,0,38.28,0.0,0.0,0.0,38.28,0.0,0.0,0.88,0.8799999999999955,0.879,0.6479,0,44.0,28.0,2036.0,2,0
C000027,2024-01-01,0,232.04000000000005,0,0,236.05,0.52,37.0,1.0,236.32000000000002,12.333333333333334,1.0,5.4,-4.0099999999999625,5.4,0.3426,0,34.0,32.0,6347.0,3,1
C000027,2025-01-01,0,225.44000000000003,0,0,200.44000000000003,0.0,0.0,0.0,210.79333333333332,11.333333333333334,1.0,0.0,25.0,0.0,0.2421,0,34.0,32.0,6347.0,3,1
C000028,2024-01-01,0,329.44,0,0,328.22,3.87,0.0,0.0,325.64000000000004,0.0,0.0,1.2199999999999998,1.2199999999999704,0.316,0.4914,0,47.0,66.0,2591.0,4,0
C000028,2025-01-01,0,329.69,0,0,324.35,0.0,0.0,0.0,324.51,11.333333333333334,1.0,5.34,5.339999999999975,5.341,0.4027,0,47.0,66.0,2591.0,4,0
C000029,2024-01-01,0,60.82,0,0,60.72,0.0,0.0,0.0,60.72,0.0,0.0,0.1,0.10000000000000142,0.101,0.3294,0,36.0,26.0,3555.0,3,0
C000029,2025-01-01,0,65.84,25,1,60.72,0.0,0.0,0.0,61.050000000000004,0.0,0.0,5.12,5.1200000000000045,5.122,0.2007,0,36.0,26.0,3555.0,3,0
C000029,2025-01-01,1,65.84,25,1,60.72,0.0,0.0,0.0,61.050000000000004,0.0,0.0,5.12,5.1200000000000045,5.122,0.2007,0,36.0,26.0,3555.0,3,0
C000030,2024-01-01,1,166.69,0,0,166.69,0.0,30.0,1.0,167.83,10.0,1.0,0.0,0.0,0.0,0.5216,0,47.0,9.0,1985.0,4,0
C000031,2024-01-01,0,40.36,0,0,40.88,0.52,0.0,0.0,40.53333333333333,0.0,0.0,-0.52,-0.5200000000000031,-0.523,0.7154,0,30.0,28.0,2271.0,1,0
C000031,2025-01-01,0,43.53,8,1,40.36,0.0,0.0,0.0,41.06333333333333,21.0,2.0,3.17,3.1700000000000017,3.171,0.6204,0,30.0,28.0,2271.0,1,0
C000031,2025-01-01,1,43.53,8,1,40.36,0.0,0.0,0.0,41.06333333333333,21.0,2.0,3.17,3.1700000000000017,3.171,0.6204,0,30.0,28.0,2271.0,1,0
C000033,2024-01-01,0,20.44,0,0,20.44,0.0,0.0,0.0,20.44,3.0,1.0,0.0,0.0,0.0,0.4834,0,24.0,32.55123711340206,4360.0,1,0
C000033,2025-01-01,0,26.73,0,0,23.64,3.2,0.0,0.0,24.143333333333334,0.0,0.0,3.09,3.09,0.967,0.4044,0,24.0,32.55123711340206,4360.0,1,0
C000034,2024-01-01,0,39.02,0,0,39.02,0.0,0.0,0.0,39.056666666666665,10.333333333333334,1.0,0.0,0.0,0.0,0.503,0,45.0,65.0,2573.0,2,0
C000034,2025-01-01,0,39.02,32,1,39.02,-0.0,0.0,0.0,42.26,0.0,0.0,0.0,0.0,0.0,0.3871,0,45.0,65.0,2573.0,2,0
C000035,2024-01-01,0,127.51,0,0,127.51,0.0,0.0,0.0,127.51,0.0,0.0,0.0,0.0,0.0,0.3426,0,18.0,34.0,2523.0,2,0
C000035,2025-01-01,0,141.44,0,0,129.55,2.04,16.0,1.0,129.29000000000002,5.333333333333333,1.0,11.89,11.889999999999986,5.837,0.2421,0,18.0,34.0,2523.0,2,0
C000036,2024-01-01,0,155.10000000000002,39,1,161.74,0.0,0.0,0.0,159.32333333333335,0.0,0.0,3.44,-6.639999999999986,3.437,0.7244,0,49.0,66.0,3565.0,4,1
C000036,2025-01-01,0,169.11,0,0,163.84,0.0,0.0,0.0,173.16,0.0,0.0,0.0,5.27000000000001,0.0,0.6479,0,49.0,66.0,3565.0,4,1
C000037,2024-01-01,0,118.28,0,0,118.68,9.21,0.0,0.0,113.55333333333333,9.0,1.0,-1.1800000000000015,-0.4000000000000057,-0.129,0.3294,0,18.0,27.0,2423.0,2,1
C000037,2025-01-01,0,107.42,27,1,115.82999999999998,0.0,0.0,0.0,112.82333333333332,0.0,0.0,0.0,-8.409999999999982,0.0,0.2007,0,18.0,27.0,2423.0,2,1
C000038,2024-01-01,0,195.35,0,0,197.84,2.49,0.0,0.0,196.17999999999998,10.0,1.0,-2.49,-2.490000000000009,-1.0,0.3426,0,31.0,25.0,4185.0,3,0
C000038,2025-01-01,0,195.35,0,0,197.28,1.93,0.0,0.0,196.75,0.0,0.0,-1.93,-1.9300000000000068,-1.0,0.2421,0,31.0,25.0,4185.0,3,0
C000039,2024-01-01,0,136.16000000000005,0,0,129.97000000000003,0.0,0.0,0.0,135.94333333333336,0.0,0.0,0.0,6.190000000000026,0.0,0.3267,0,47.0,9.0,2274.0,2,1
C000039,2025-01-01,0,128.81,0,0,143.45,3.39,0.0,0.0,146.09333333333333,0.0,0.0,-3.39,-14.639999999999986,-1.0,0.2359,0,47.0,9.0,2274.0,2,1
C000040,2024-01-01,0,178.63000000000002,0,0,178.52,0.0,0.0,0.0,178.52,0.0,0.0,0.11,0.11000000000001364,0.106,0.71,0,48.0,32.55123711340206,2572.0,2,0
C000040,2025-01-01,0,178.52,0,0,180.31,1.79,0.0,0.0,179.11666666666665,0.0,0.0,-1.79,-1.789999999999992,-1.0,0.6701,0,48.0,32.55123711340206,2572.0,2,0
C000041,2024-01-01,0,151.15,0,0,144.76999999999998,0.57,0.0,0.0,139.69999999999996,0.0,0.0,7.799999999999999,6.380000000000024,7.799,0.5166,0,20.0,21.0,4331.0,2,1
C000041,2025-01-01,0,141.12,0,0,141.73000000000002,0.43,0.0,0.0,149.5633333333333,0.0,0.0,6.84,-0.6100000000000136,7.267,0.4061,0,20.0,21.0,4331.0,2,1
C000042,2024-01-01,0,173.49,0,0,201.25,5.18,0.0,0.0,194.58,0.0,0.0,-5.18,-27.75999999999999,-1.0,0.3307,0,28.0,18.0,3051.0,3,1
C000042,2025-01-01,0,186.89,0,0,172.56,0.0,0.0,0.0,184.53999999999996,0.0,0.0,0.0,14.329999999999984,0.0,0.2317,0,28.0,18.0,3051.0,3,1
C000043,2024-01-01,0,81.31,0,0,86.41,5.1,0.0,0.0,83.00999999999999,0.0,0.0,-5.1,-5.099999999999994,-1.0,0.5216,0,22.0,39.0,1973.0,1,0
C000043,2025-01-01,0,85.17,0,0,81.31,0.0,0.0,0.0,81.8,0.0,0.0,3.86,3.8599999999999994,3.864,0.407,0,22.0,39.0,1973.0,1,0
C000044,2024-01-01,0,79.58,0,0,79.58,0.0,0.0,0.0,79.58,14.0,1.0,0.0,0.0,0.0,0.4834,0,20.0,9.0,1994.0,1,0
C000044,2025-01-01,0,79.58,0,0,79.58,0.0,0.0,0.0,79.58,0.0,0.0,0.0,0.0,0.0,0.4044,0,20.0,9.0,1994.0,1,0
C000044,2025-01-01,1,79.58,0,0,79.58,0.0,0.0,0.0,79.58,0.0,0.0,0.0,0.0,0.0,0.4044,0,20.0,9.0,1994.0,1,0
C000045,2024-01-01,0,214.67,0,0,216.96,2.67,0.0,0.0,215.17999999999998,0.0,0.0,-2.29,-2.2900000000000205,-0.856,0.3307,0,37.0,49.0,3754.0,3,0
C000045,2025-01-01,0,217.34,0,0,217.31,3.02,0.0,0.0,219.58666666666667,0.0,0.0,0.029999999999999805,0.030000000000001137,0.01,0.2317,0,37.0,49.0,3754.0,3,0
C000046,2024-01-01,0,96.82,0,0,93.65,0.0,0.0,0.0,100.44333333333331,10.666666666666666,1.0,2.98,3.1699999999999875,2.985,0.3307,0,43.0,17.0,7516.0,3,1
C000046,2025-01-01,0,98.01,0,0,104.39,0.0,0.0,0.0,103.40999999999997,0.0,0.0,4.99,-6.3799999999999955,4.994,0.2317,0,43.0,17.0,7516.0,3,1
C000047,2024-01-01,0,156.34,0,0,156.02,0.0,0.0,0.0,156.18999999999997,0.0,0.0,0.32,0.3199999999999932,0.319,0.503,0,45.0,62.0,4332.0,2,0
C000047,2025-01-01,0,156.02,0,0,158.67000000000002,2.65,0.0,0.0,161.67666666666665,7.0,1.0,-2.65,-2.6500000000000057,-1.0,0.3871,0,45.0,62.0,4332.0,2,0
C000048,2024-01-01,0,105.99,0,0,99.99,1.95,22.0,1.0,98.68999999999998,7.333333333333333,1.0,6.0,6.0,3.078,0.3267,0,43.0,54.0,3476.786701030928,2,0
C000048,2025-01-01,0,100.71,0,0,98.04,0.0,0.0,0.0,101.81333333333332,8.333333333333334,1.0,2.67,2.6699999999999875,2.673,0.2359,0,43.0,54.0,3476.786701030928,2,0
C000049,2024-01-01,0,80.77000000000001,19,1,80.04,0.0,0.0,0.0,80.38999999999999,0.0,0.0,0.73,0.730000000000004,0.727,0.5216,0,40.0,21.0,2050.0,2,0
C000049,2025-01-01,0,83.64,0,0,83.0,2.96,50.0,1.0,86.75333333333332,16.666666666666668,1.0,0.6400000000000001,0.6400000000000006,0.235,0.407,0,40.0,21.0,2050.0,2,0
C000050,2024-01-01,0,197.46,0,0,198.82,10.24,0.0,0.0,198.8033333333333,0.0,0.0,-1.3599999999999994,-1.3599999999999852,-0.133,0.3294,0,33.0,25.0,5619.0,3,0
C000050,2025-01-01,0,188.58,0,0,189.19000000000003,0.61,0.0,0.0,190.35,8.666666666666666,1.0,-0.61,-0.6100000000000136,-0.605,0.2007,0,33.0,25.0,5619.0,3,0
C000051,2024-01-01,0,14.009999999999998,42,1,15.93,0.0,0.0,0.0,14.656666666666647,7.666666666666667,1.0,0.0,-1.9200000000000017,0.0,0.7047,0,32.0,27.0,3280.0,1,1
C000051,2025-01-01,0,17.32,0,0,14.46,0.0,0.0,0.0,14.603333333333312,0.0,0.0,2.19,2.8599999999999994,2.19,0.6724,0,32.0,27.0,3280.0,1,1
C000052,2024-01-01,0,23.020000000000003,38,1,22.01,0.0,0.0,0.0,22.099999999999984,0.0,0.0,1.01,1.0100000000000016,1.007,0.699,0,39.34175257731959,52.0,2583.0,1,0
C000052,2025-01-01,0,25.6,0,0,25.090000000000003,3.08,0.0,0.0,23.25999999999998,0.0,0.0,0.5099999999999998,0.509999999999998,0.167,0.6477,0,39.34175257731959,52.0,2583.0,1,0
C000053,2024-01-01,0,130.45,0,0,128.76999999999998,0.0,0.0,0.0,131.64666666666665,0.0,0.0,0.0,1.6800000000000068,0.0,0.3307,0,20.0,56.0,3069.0,2,1
C000053,2025-01-01,0,118.92,0,0,121.49,0.0,0.0,0.0,129.5533333333333,8.666666666666666,1.0,0.0,-2.569999999999993,0.0,0.2317,0,20.0,56.0,3069.0,2,1
C000054,2024-01-01,0,19.1,0,0,17.57,0.0,0.0,0.0,17.689999999999973,0.0,0.0,1.53,1.5300000000000011,1.534,0.71,0,35.0,89.0,3263.0,1,0
C000054,2025-01-01,0,17.57,0,0,17.57,0.0,0.0,0.0,17.57,0.0,0.0,0.0,0.0,0.0,0.6701,0,35.0,89.0,3263.0,1,0
C000055,2024-01-01,0,38.21,0,0,39.38,0.0,560.0,1.0,37.913333333333306,186.66666666666666,1.0,0.0,-1.1700000000000017,0.0,0.5216,0,41.0,14.0,2351.0,1,1
C000055,2025-01-01,0,38.82,0,0,39.52,0.0,0.0,0.0,37.40333333333331,0.0,0.0,2.09,-0.7000000000000028,2.087,0.407,0,41.0,14.0,2351.0,1,1
C000055,2025-01-01,1,38.82,0,0,39.52,0.0,0.0,0.0,37.40333333333331,0.0,0.0,2.09,-0.7000000000000028,2.087,0.407,0,41.0,14.0,2351.0,1,1
C000056,2024-01-01,0,106.81,0,0,107.34,1.94,0.0,0.0,106.70666666666664,8.0,1.0,-0.53,-0.5300000000000011,-0.273,0.3307,0,35.0,16.0,4818.0,3,0
C000056,2025-01-01,0,106.87,0,0,106.53,1.13,0.0,0.0,112.8433333333333,0.0,0.0,0.3400000000000001,0.3400000000000034,0.297,0.2317,0,35.0,16.0,4818.0,3,0
C000057,2024-01-01,0,47.74,0,0,47.74,0.0,0.0,0.0,49.83333333333331,0.0,0.0,0.0,0.0,0.0,0.5166,0,77.0,55.0,2609.0,1,0
C000057,2025-01-01,0,49.43,0,0,52.36,4.62,0.0,0.0,49.67666666666664,0.0,0.0,-2.93,-2.9299999999999997,-0.634,0.4061,0,77.0,55.0,2609.0,1,0
C000057,2025-01-01,1,49.43,0,0,52.36,4.62,0.0,0.0,49.67666666666664,0.0,0.0,-2.93,-2.9299999999999997,-0.634,0.4061,0,77.0,55.0,2609.0,1,0
C000058,2024-01-01,0,112.21,0,0,107.16,2.91,0.0,0.0,109.29333333333331,0.0,0.0,1.9100000000000001,5.049999999999997,0.652,0.3504,0,20.0,23.0,2711.0,2,1
C000058,2025-01-01,0,109.45,0,0,111.8,0.0,0.0,0.0,118.31333333333332,0.0,0.0,0.0,-2.3499999999999943,0.0,0.239,0,20.0,23.0,2711.0,2,1
C000059,2024-01-01,0,160.70999999999998,0,0,165.61,0.5,0.0,0.0,155.20666666666662,10.666666666666666,1.0,-0.5,-4.900000000000034,-0.496,0.3294,0,34.0,11.0,3321.0,3,1
C000059,2025-01-01,0,165.64,0,0,152.69,4.93,0.0,0.0,156.51999999999998,0.0,0.0,-4.93,12.949999999999989,-1.0,0.2007,0,34.0,11.0,3321.0,3,1
C000060,2024-01-01,0,144.02,0,0,146.49,2.47,0.0,0.0,153.2733333333333,0.0,0.0,-2.47,-2.469999999999999,-1.0,0.3294,0,19.0,19.0,7622.0,2,0
C000060,2025-01-01,0,144.63000000000002,0,0,144.02,0.0,0.0,0.0,144.57333333333332,0.0,0.0,0.61,0.6100000000000136,0.606,0.2007,0,19.0,19.0,7622.0,2,0
C000061,2024-01-01,0,29.58,0,0,32.51,0.0,0.0,0.0,31.26999999999997,12.0,1.0,0.0,-2.9299999999999997,0.0,0.71,0,40.0,29.0,1544.0,2,1
C000061,2025-01-01,0,29.94,36,1,31.14,0.0,0.0,0.0,30.423333333333304,10.0,1.0,0.0,-1.1999999999999993,0.0,0.6701,0,40.0,29.0,1544.0,2,1
C000062,2024-01-01,0,228.57,0,0,223.3,0.44,0.0,0.0,223.68666666666664,0.0,0.0,5.27,5.269999999999982,5.264,0.3426,0,32.0,88.0,5416.0,3,0
C000062,2025-01-01,0,224.0,0,0,222.86,0.0,0.0,0.0,225.28666666666663,0.0,0.0,1.14,1.1399999999999864,1.138,0.2421,0,32.0,88.0,5416.0,3,0
C000063,2024-01-01,0,272.28000000000003,0,0,271.18,8.78,0.0,0.0,294.58666666666664,0.0,0.0,0.5099999999999998,1.1000000000000227,0.058,0.3504,0,46.0,84.0,5136.0,5,1
C000063,2025-01-01,0,247.34000000000003,0,0,256.40000000000003,0.0,0.0,0.0,273.28999999999996,11.0,1.0,0.75,-9.060000000000002,0.748,0.239,0,46.0,84.0,5136.0,5,1
C000064,2024-01-01,0,120.4,0,0,120.81,0.41,0.0,0.0,121.80999999999995,7.666666666666667,1.0,-0.41,-0.4099999999999966,-0.414,0.3307,0,39.34175257731959,53.0,3588.0,2,0
C000064,2025-01-01,0,123.83,0,0,120.4,0.0,0.0,0.0,121.39999999999996,0.0,0.0,3.43,3.4299999999999926,3.432,0.2317,0,39.34175257731959,53.0,3588.0,2,0
C000065,2024-01-01,0,170.0,29,1,170.23,4.45,0.0,0.0,167.2633333333333,0.0,0.0,-0.23000000000000043,-0.22999999999998977,-0.05,0.5129,0,38.0,34.0,2457.0,2,0
C000065,2024-01-01,1,170.0,29,1,170.23,4.45,0.0,0.0,167.2633333333333,0.0,0.0,-0.23000000000000043,-0.22999999999998977,-0.05,0.5129,0,38.0,34.0,2457.0,2,0
C000066,2024-01-01,0,20.18,0,0,20.18,0.0,0.0,0.0,20.18,0.0,0.0,0.0,0.0,0.0,0.5006,0,35.0,19.0,1926.0,1,0
C000066,2025-01-01,1,20.79,0,0,20.18,0.0,0.0,0.0,22.66333333333328,0.0,0.0,0.61,0.6099999999999994,0.61,0.3944,0,35.0,19.0,1926.0,1,0
C000067,2024-01-01,0,76.13,0,0,76.13,0.0,0.0,0.0,76.13,0.0,0.0,0.0,0.0,0.0,0.5006,0,23.0,81.0,4680.0,1,0
C000067,2025-01-01,0,76.13,15,1,76.22,0.09,0.0,0.0,76.94333333333327,0.0,0.0,-0.09,-0.09000000000000341,-0.094,0.3944,0,23.0,81.0,4680.0,1,0
C000068,2024-01-01,0,50.379999999999995,0,0,44.47,0.0,0.0,0.0,44.47,0.0,0.0,5.91,5.909999999999997,5.911,0.3267,0,28.0,17.0,2524.0,2,0
C000068,2025-01-01,0,54.34,0,0,56.85,12.38,0.0,0.0,55.73333333333327,0.0,0.0,-2.5100000000000016,-2.509999999999998,-0.203,0.2359,0,28.0,17.0,2524.0,2,0
C000069,2024-01-01,0,37.73,0,0,36.66,0.0,0.0,0.0,36.66,0.0,0.0,1.07,1.0700000000000003,1.074,0.4914,0,35.0,56.0,1123.0,2,0
C000069,2025-01-01,0,38.31999999999999,0,0,36.66,0.0,0.0,0.0,41.393333333333274,0.0,0.0,1.66,1.6599999999999966,1.663,0.4027,0,35.0,56.0,1123.0,2,0
C000069,2025-01-01,1,38.31999999999999,0,0,36.66,0.0,0.0,0.0,41.393333333333274,0.0,0.0,1.66,1.6599999999999966,1.663,0.4027,0,35.0,56.0,1123.0,2,0
C000070,2024-01-01,0,92.08,0,0,85.77,0.0,0.0,0.0,85.77,0.0,0.0,6.31,6.310000000000002,6.306,0.5166,0,41.0,34.0,3320.0,2,0
C000070,2025-01-01,0,94.54,0,0,85.77,0.0,0.0,0.0,85.77,0.0,0.0,8.77,8.77000000000001,8.767,0.4061,0,41.0,34.0,3320.0,2,0
C000072,2024-01-01,0,21.54,0,0,21.54,0.0,0.0,0.0,21.54,11.0,1.0,0.0,0.0,0.0,0.7327,0,42.0,40.0,2234.0,1,0
